Height,Weight,Age,Gender
179,57,23,Female
176,66,20,Male
146,76,28,Female
172,76,34,Male
153,55,32,Female
146,91,30,Female
162,71,19,Male
153,63,25,Male
147,78,27,Male
189,69,36,Male
159,59,19,Female
175,70,23,Male
162,96,40,Female
173,77,36,Male
155,105,20,Female
176,75,18,Female
172,85,30,Female
174,68,36,Male
191,63,39,Male
158,95,39,Male
155,72,25,Female
165,88,28,Female
178,101,34,Female
150,83,36,Female
150,89,27,Male
162,96,39,Male
161,75,32,Female
180,68,38,Female
150,64,18,Male
189,82,40,Female
151,89,25,Male
169,65,27,Female
142,78,18,Male
153,54,31,Male
168,57,29,Female
139,54,19,Female
160,88,30,Female
190,66,21,Male
154,61,19,Male
137,75,18,Female
155,90,28,Female
144,90,40,Male
143,82,21,Female
173,58,26,Male
181,87,25,Female
154,94,30,Male
150,84,22,Male
148,64,39,Male
171,72,39,Female
160,64,32,Male
158,89,24,Male
179,64,34,Female
188,66,33,Male
168,71,28,Female
157,78,30,Female
190,82,20,Female
164,51,32,Male
155,86,36,Female
177,75,30,Female
146,75,32,Male
168,90,31,Female
149,79,25,Female
180,80,25,Female
142,61,30,Male
137,97,23,Female
170,101,20,Male
184,82,39,Male
174,62,40,Male
179,62,26,Male
183,69,39,Male
167,79,35,Female
157,72,28,Male
180,53,28,Male
174,85,22,Male
162,71,25,Female
159,69,26,Male
178,96,40,Male
177,99,39,Female
163,105,23,Female
176,72,21,Female
149,51,33,Female
171,76,29,Female
176,54,19,Male
170,69,36,Male
185,48,18,Male
173,52,27,Male
154,104,31,Female
177,84,20,Male
175,67,25,Male
149,64,30,Female
188,89,19,Female
183,88,32,Female
158,94,35,Male
141,77,25,Female
151,68,37,Female
147,102,22,Male
151,89,31,Female
167,99,32,Female
183,93,18,Female
174,103,34,Female
166,85,32,Male
141,84,34,Male
169,73,20,Female
187,78,37,Female
151,48,34,Male
157,49,22,Male
169,54,35,Male
153,102,24,Male
157,88,21,Female
180,71,18,Female
140,58,28,Female
138,92,32,Male
163,83,34,Male
172,85,22,Female
183,60,21,Male
162,101,36,Male
165,59,38,Female
160,61,35,Female
180,55,28,Male
146,65,20,Male
142,104,34,Male
180,105,34,Male
166,81,35,Male
159,70,29,Female
143,80,26,Male
138,83,19,Male
191,85,40,Female
148,57,21,Female
157,103,29,Male
157,60,37,Female
142,76,30,Female
170,82,20,Male
158,63,25,Male
177,105,38,Male
179,97,25,Female
177,79,35,Female
149,89,33,Male
185,77,35,Male
160,78,25,Male
159,67,35,Male
179,66,27,Female
155,95,36,Female
139,91,35,Male
164,105,28,Male
179,60,30,Female
150,99,26,Male
187,59,27,Male
172,79,19,Male
140,81,23,Female
165,100,19,Female
183,72,29,Male
180,55,32,Male
176,50,18,Male
166,96,18,Female
170,96,39,Female
184,59,27,Male
189,91,33,Male
143,101,22,Female
163,72,21,Female
160,105,25,Male
162,61,34,Female
138,76,29,Male
140,55,31,Male
164,85,31,Male
174,90,18,Male
183,69,31,Male
145,91,23,Female
166,81,40,Female
169,57,23,Female
184,49,24,Female
155,55,30,Male
161,78,31,Male
174,51,36,Male
151,103,18,Male
191,64,19,Male
155,58,29,Male
145,94,22,Male
137,105,24,Female
155,82,28,Female
182,67,40,Female
163,86,34,Male
187,103,27,Female
184,76,38,Male
142,79,22,Male
150,95,18,Male
166,62,27,Female
187,78,37,Male
174,73,18,Male
144,61,36,Male
190,76,30,Male
138,91,25,Male
155,102,36,Female
153,64,31,Female
183,89,29,Male
151,105,23,Male
140,91,38,Female
153,104,37,Male
172,100,18,Male
175,51,19,Female
153,79,38,Male
183,51,38,Male
159,76,20,Male
149,79,34,Male
157,61,25,Male
173,104,40,Male
172,82,25,Male
173,63,28,Male
153,62,27,Female
137,59,25,Male
140,61,38,Male
176,74,35,Female
188,48,27,Female
168,49,25,Female
191,79,37,Female
157,70,19,Male
167,91,20,Male
139,90,22,Female
142,51,22,Male
150,96,25,Female
149,56,19,Male
152,99,33,Female
171,90,31,Female
166,74,37,Male
159,103,33,Male
188,101,29,Male
171,93,18,Female
155,86,38,Male
173,87,30,Female
163,76,34,Female
162,60,36,Male
174,72,18,Male
157,60,39,Female
162,73,30,Male
156,97,23,Female
151,100,33,Female
181,98,40,Female
189,48,33,Female
184,75,35,Female
165,93,18,Male
176,86,19,Female
166,82,33,Male
156,69,36,Female
164,77,23,Female
161,71,27,Female
143,103,27,Female
148,101,30,Male
188,83,37,Male
164,97,20,Female
153,65,21,Female
149,100,18,Male
176,78,18,Male
163,56,29,Male
190,80,20,Male
165,86,32,Male
187,79,36,Male
156,90,37,Male
188,60,36,Male
188,101,27,Female
166,64,24,Female
189,86,22,Male
151,80,37,Male
191,51,22,Male
187,83,32,Male
153,84,18,Female
178,51,30,Male
159,84,26,Female
176,78,23,Female
157,95,30,Male
137,66,18,Male
179,66,39,Male
188,71,29,Female
156,98,29,Female
141,78,24,Male
171,99,19,Male
138,101,19,Male
167,96,36,Female
167,92,39,Male
151,71,39,Female
149,86,36,Male
145,57,19,Male
156,65,31,Male
182,70,38,Male
179,80,37,Female
180,70,40,Female
190,101,18,Male
142,54,40,Male
171,58,20,Female
145,83,33,Female
161,104,37,Male
150,91,38,Male
159,94,29,Female
189,104,27,Female
178,61,32,Female
167,73,36,Male
159,105,34,Female
171,50,39,Female
148,84,35,Female
183,105,36,Female
169,65,35,Male
173,88,30,Male
184,72,30,Male
160,73,25,Male
143,100,30,Male
161,96,37,Male
139,105,29,Female
157,66,30,Female
148,105,27,Female
150,75,20,Male
183,90,19,Male
165,77,32,Female
166,57,21,Female
185,54,38,Female
143,103,21,Male
139,60,20,Male
146,62,34,Female
138,99,24,Male
189,91,29,Female
148,74,37,Female
145,54,22,Male
173,92,25,Male
148,104,37,Male
178,67,28,Male
174,56,37,Male
155,64,35,Female
161,87,40,Female
177,83,35,Female
174,68,18,Male
169,92,28,Female
140,71,20,Male
161,80,29,Male
158,89,26,Male
179,84,25,Female
161,52,18,Female
178,92,37,Male
165,68,40,Female
166,48,34,Male
160,76,30,Male
185,72,22,Female
178,58,22,Female
149,56,29,Male
156,48,31,Male
175,82,37,Female
169,98,18,Male
187,88,30,Female
168,77,34,Female
173,64,37,Female
176,53,36,Female
174,59,18,Female
190,103,18,Male
163,98,25,Female
185,89,22,Female
150,52,36,Male
158,86,23,Female
177,88,20,Male
181,67,25,Male
151,88,35,Female
153,91,31,Female
185,68,28,Male
142,105,26,Male
145,92,22,Female
181,55,39,Female
170,68,26,Male
170,98,20,Female
162,92,33,Male
179,78,37,Female
163,63,30,Female
159,94,30,Male
173,66,26,Male
139,58,21,Male
137,65,29,Female
166,78,37,Female
181,77,29,Female
188,93,28,Male
166,76,30,Male
149,84,28,Female
149,102,29,Male
144,59,36,Female
158,100,27,Male
163,66,28,Female
169,94,32,Female
168,49,30,Female
149,101,22,Male
145,101,25,Male
141,58,21,Male
174,77,30,Female
184,92,29,Female
164,102,31,Male
156,80,34,Male
163,98,33,Male
184,76,23,Male
176,66,22,Female
187,74,36,Male
153,49,23,Female
179,89,23,Male
191,74,22,Male
177,102,38,Male
187,100,18,Female
189,69,22,Female
187,52,25,Male
159,76,37,Male
179,101,21,Male
142,69,31,Female
172,92,33,Male
151,101,18,Female
147,61,30,Male
158,75,21,Male
185,78,18,Female
140,105,30,Female
171,94,20,Male
159,54,31,Male
184,69,40,Male
150,91,39,Female
154,82,32,Female
142,75,21,Male
146,95,36,Male
167,56,20,Male
171,85,31,Male
176,97,33,Male
191,63,27,Female
162,68,36,Female
139,53,29,Female
141,79,33,Female
151,59,20,Male
166,73,23,Male
172,59,39,Female
174,100,37,Female
182,59,28,Male
180,104,38,Female
169,83,29,Male
172,61,29,Female
138,104,34,Male
150,105,23,Male
181,82,39,Female
183,91,36,Male
191,70,37,Female
144,54,30,Female
166,78,28,Female
140,71,40,Female
156,54,23,Female
141,77,37,Male
151,105,35,Male
145,62,27,Female
183,83,29,Male
188,94,29,Female
139,79,25,Male
160,101,20,Female
179,70,25,Male
138,75,28,Male
191,83,38,Male
172,90,40,Female
182,80,38,Male
140,64,29,Female
160,59,34,Male
147,91,38,Female
157,100,18,Female
155,105,36,Female
146,69,36,Female
161,92,28,Male
180,56,39,Female
159,55,38,Male
137,89,25,Male
156,76,21,Female
191,94,25,Female
137,67,21,Male
171,70,38,Female
186,67,25,Female
167,66,35,Female
161,83,37,Female
163,66,27,Female
190,82,19,Female
154,80,24,Male
181,90,30,Female
188,75,35,Male
152,103,33,Female
162,60,18,Female
186,70,36,Female
137,78,30,Male
177,100,38,Female
172,75,26,Male
170,73,27,Male
185,50,31,Male
160,63,37,Male
183,59,30,Male
189,50,38,Male
190,88,36,Male
164,105,33,Male
156,65,27,Male
168,55,33,Male
148,72,27,Male
182,63,26,Male
171,68,31,Female
148,100,36,Male
179,67,32,Female
168,95,24,Male
186,93,30,Male
171,98,39,Female
154,79,27,Male
177,101,38,Female
163,59,30,Female
153,103,20,Female
154,89,28,Female
170,76,18,Male
139,65,23,Female
139,73,26,Female
168,64,32,Male
142,75,19,Female
164,68,21,Male
182,70,40,Female
145,83,19,Female
178,74,37,Female
159,99,28,Male
176,85,29,Female
168,105,21,Male
145,54,28,Male
153,78,38,Male
148,68,39,Male
167,75,38,Male
178,48,39,Female
190,59,33,Female
171,96,40,Female
175,87,22,Male
156,92,32,Male
186,93,37,Male
156,66,36,Male
161,75,18,Male
180,58,39,Male
184,74,20,Female
164,55,40,Female
150,84,27,Female
182,58,24,Male
190,100,30,Female
159,70,35,Female
167,60,34,Female
176,103,25,Female
143,99,34,Male
152,67,35,Female
165,53,36,Female
137,85,18,Female
177,73,39,Female
191,103,37,Female
150,76,37,Female
144,56,27,Male
149,81,25,Male
176,95,26,Male
159,96,32,Female
151,64,33,Male
169,73,19,Female
159,52,25,Male
173,103,30,Male
155,72,35,Female
171,73,34,Female
137,93,31,Female
162,66,29,Male
154,82,23,Female
170,50,27,Male
167,99,40,Female
187,77,35,Female
151,96,31,Female
137,81,36,Male
167,87,19,Female
156,76,24,Female
142,95,31,Male
191,94,34,Male
181,76,21,Male
165,92,23,Male
161,102,19,Female
154,77,22,Male
180,53,28,Male
183,65,21,Male
143,64,27,Male
188,57,31,Male
173,84,28,Female
161,103,27,Male
169,67,32,Male
189,49,33,Male
183,91,21,Male
189,78,24,Female
157,65,38,Female
152,88,33,Female
160,102,32,Female
168,99,31,Male
165,94,30,Female
178,88,40,Female
146,62,32,Male
159,92,39,Male
177,76,19,Female
144,90,39,Male
148,99,32,Male
147,103,29,Female
166,98,25,Male
171,51,38,Female
144,103,25,Male
150,50,39,Female
183,75,38,Male
183,96,34,Male
179,105,29,Male
170,64,27,Male
190,71,24,Male
170,78,34,Male
184,57,20,Female
168,72,26,Male
139,105,36,Female
137,64,25,Female
150,99,30,Male
180,84,30,Female
166,59,22,Female
146,95,27,Female
177,93,31,Female
182,69,40,Female
177,96,39,Female
171,62,27,Female
168,70,23,Male
161,73,34,Female
137,56,25,Female
153,90,40,Male
181,105,32,Female
162,61,32,Female
174,78,27,Male
164,49,22,Female
191,82,34,Male
178,49,33,Male
137,61,31,Female
164,78,20,Male
139,95,23,Female
169,75,25,Female
189,89,21,Male
154,83,23,Female
178,90,29,Female
175,64,26,Male
180,78,22,Male
186,100,40,Female
184,70,24,Male
188,87,20,Female
189,101,39,Female
167,78,30,Male
177,63,33,Male
154,68,38,Male
154,66,29,Female
170,77,19,Male
177,55,37,Male
148,90,38,Female
182,66,38,Female
142,52,29,Male
164,70,23,Male
191,95,36,Female
162,72,28,Male
157,63,20,Female
184,74,37,Female
142,80,22,Female
184,92,28,Female
163,78,23,Female
167,71,28,Female
163,77,40,Female
185,61,26,Male
168,83,23,Male
147,87,30,Male
176,72,36,Female
167,48,36,Male
167,79,30,Male
178,99,28,Female
187,84,18,Female
174,95,32,Female
144,54,39,Male
150,91,26,Female
161,71,38,Female
163,63,24,Male
179,84,37,Male
137,71,33,Female
147,56,29,Male
166,49,30,Female
164,72,37,Male
143,100,40,Male
142,63,34,Female
189,82,22,Male
165,84,23,Female
148,95,18,Male
173,80,22,Male
143,104,29,Female
165,80,23,Female
179,80,25,Female
138,63,19,Male
185,55,37,Female
152,59,21,Female
177,53,37,Female
172,63,22,Male
153,100,22,Female
142,98,29,Male
168,101,18,Female
183,78,37,Male
147,71,40,Female
161,70,35,Female
184,70,35,Female
158,77,19,Male
152,64,30,Female
162,51,38,Female
177,55,39,Female
154,75,38,Male
152,87,23,Female
155,65,37,Male
174,51,39,Female
155,105,28,Male
159,62,26,Female
186,94,25,Female
154,53,30,Male
137,52,33,Female
153,55,21,Male
142,69,18,Male
178,92,27,Male
141,52,39,Female
152,91,31,Female
190,65,25,Male
164,57,35,Female
171,103,33,Male
141,96,28,Male
151,94,33,Female
169,67,21,Male
156,100,26,Female
180,65,21,Male
159,51,30,Female
188,97,18,Male
143,66,40,Male
171,50,22,Male
137,50,36,Female
159,101,27,Male
162,87,33,Female
159,81,21,Female
172,48,20,Male
167,62,19,Male
173,100,32,Male
165,83,32,Female
138,68,20,Female
150,72,28,Female
189,93,31,Male
158,93,28,Female
174,67,23,Male
154,53,30,Male
165,76,30,Male
155,55,36,Female
162,84,26,Male
169,64,27,Male
140,74,29,Female
139,82,32,Female
155,98,34,Male
137,88,30,Female
153,69,19,Male
163,75,25,Male
142,98,34,Male
154,68,30,Female
150,101,32,Male
139,94,36,Female
169,49,31,Female
176,94,20,Male
172,94,36,Female
138,66,37,Female
184,54,19,Female
146,51,30,Female
174,73,18,Male
152,79,37,Female
183,88,23,Female
157,82,37,Female
168,63,21,Male
157,69,27,Female
172,101,38,Male
186,98,26,Female
151,49,21,Male
172,60,38,Female
144,100,36,Female
189,60,35,Male
169,49,38,Female
142,90,28,Male
150,87,21,Male
178,60,18,Male
157,70,39,Female
153,90,34,Female
143,97,31,Female
165,88,33,Male
172,55,29,Male
176,93,39,Male
177,72,39,Female
180,86,37,Female
179,53,32,Male
187,68,24,Female
142,76,25,Male
141,101,21,Male
175,72,26,Female
146,56,33,Male
172,84,30,Male
168,71,39,Male
171,91,29,Female
143,65,33,Female
172,74,18,Male
168,51,29,Female
166,80,33,Male
144,56,39,Male
162,67,19,Male
189,75,33,Female
176,98,39,Female
141,54,22,Male
156,78,37,Female
160,54,31,Female
159,90,18,Female
146,85,35,Female
157,61,25,Male
167,90,21,Female
137,101,39,Male
191,58,40,Female
170,50,39,Male
148,77,23,Female
171,81,24,Female
137,105,20,Male
160,99,34,Male
153,95,24,Male
152,98,18,Female
176,90,31,Male
182,81,19,Female
188,63,31,Female
168,77,23,Male
176,50,24,Male
155,98,40,Female
190,91,32,Female
143,100,34,Male
171,98,24,Male
167,51,36,Male
177,70,33,Male
156,103,28,Male
171,57,30,Female
143,78,25,Male
183,96,40,Male
151,79,27,Male
183,78,36,Male
172,94,19,Male
180,59,38,Female
178,52,20,Male
145,84,26,Female
159,105,40,Male
174,105,27,Male
142,90,30,Female
171,89,25,Female
156,79,36,Female
183,51,36,Male
164,69,29,Male
183,74,19,Female
161,92,21,Male
157,59,32,Female
172,91,20,Female
177,84,23,Female
150,66,21,Female
153,93,21,Female
186,75,20,Male
165,91,34,Male
172,63,39,Female
151,48,25,Female
171,54,32,Female
156,78,30,Female
138,49,37,Female
159,56,33,Male
168,64,28,Male
144,50,27,Female
165,68,24,Male
175,52,38,Male
159,75,28,Male
169,99,18,Female
142,79,36,Male
164,87,36,Female
154,93,39,Female
161,74,21,Male
157,51,18,Male
147,93,28,Female
138,99,38,Male
150,97,25,Male
171,92,25,Male
148,97,20,Female
191,48,35,Female
156,85,30,Female
186,51,23,Male
187,94,24,Male
151,94,29,Male
167,104,23,Male
137,84,27,Male
168,100,18,Male
183,90,40,Male
145,63,18,Female
161,54,27,Female
183,82,27,Female
167,64,33,Male
175,80,31,Female
177,51,37,Female
138,75,27,Female
179,89,27,Female
169,76,27,Male
147,100,30,Male
137,70,23,Female
138,55,19,Male
143,61,30,Male
148,55,30,Female
155,65,38,Male
141,66,39,Male
173,52,38,Male
177,57,35,Female
177,71,19,Male
140,105,34,Female
151,77,35,Male
174,91,40,Male
148,61,33,Female
156,75,28,Female
144,70,21,Female
190,90,34,Female
141,48,25,Female
154,78,29,Female
144,72,34,Male
188,92,26,Female
147,82,36,Male
137,96,28,Male
157,70,22,Male
182,64,18,Female
185,88,24,Male
185,50,21,Female
178,84,21,Male
145,77,25,Female
179,74,35,Male
159,51,33,Female
159,100,27,Male
188,59,34,Female
173,97,18,Male
168,55,20,Male
188,102,28,Male
165,91,28,Male
149,91,35,Female
152,51,22,Female
171,57,32,Female
179,78,30,Male
145,92,21,Male
150,93,35,Male
171,75,34,Female
191,80,33,Female
168,79,31,Male
141,52,31,Female
149,84,19,Male
166,101,30,Female
173,100,28,Female
141,82,27,Female
180,87,31,Male
184,55,37,Female
161,49,37,Female
154,71,27,Male
167,97,28,Female
178,48,20,Female
158,80,24,Male
148,83,35,Female
180,79,35,Male
186,48,38,Female
155,100,21,Male
169,87,34,Female
180,104,22,Male
178,102,31,Female
170,66,24,Male
189,60,34,Female
169,80,22,Male
163,100,26,Female
189,49,26,Male
152,82,27,Female
167,83,27,Male
188,96,21,Male
172,55,27,Male
178,88,39,Female
160,53,40,Female
170,48,21,Female
151,62,18,Male
190,50,26,Male
167,52,36,Female
188,76,36,Male
173,65,30,Female
168,51,24,Male
175,61,29,Male
167,53,34,Male
175,52,39,Female
189,75,24,Male
153,66,26,Male
138,61,30,Male
150,55,27,Female
157,54,23,Female
163,71,20,Female
169,80,20,Male
178,81,36,Female
143,96,38,Male
150,97,33,Male
155,92,26,Female
169,78,26,Female
168,52,29,Female
164,82,20,Male
147,81,20,Female
161,53,26,Female
183,72,31,Male
166,94,22,Male
139,81,24,Male
142,49,38,Female
178,90,34,Female
158,75,38,Female
174,76,40,Male
141,65,21,Male
174,54,22,Male
137,65,38,Male
156,75,20,Male
174,64,34,Male
137,62,26,Male
169,64,18,Male
191,76,26,Male
189,94,23,Male
139,73,25,Female
141,56,31,Male
151,100,40,Male
190,86,25,Male
172,59,40,Female
138,74,38,Female
164,62,18,Male
141,91,27,Male
166,64,25,Male
169,103,39,Male
165,75,23,Female
145,69,30,Male
158,98,26,Male
183,68,23,Male
184,76,33,Male
147,77,22,Female
142,76,37,Male
174,84,40,Female
143,55,34,Female
149,87,37,Female
170,50,18,Male
182,87,38,Male
139,89,19,Female
147,75,24,Male
137,52,24,Female
146,81,32,Male
178,51,31,Female
153,82,23,Male
181,75,40,Female
159,66,26,Female
185,66,32,Male
191,79,31,Male
159,88,28,Female
172,96,28,Female
160,95,30,Male
182,86,38,Male
166,52,26,Female
164,96,20,Female
156,54,39,Female
143,78,25,Female
187,56,35,Male
164,79,34,Male
184,91,37,Male
149,58,21,Male
163,84,25,Female
190,86,20,Female
184,72,39,Male
169,58,27,Female
172,101,37,Male
170,103,27,Male
175,93,28,Female
191,55,19,Male
179,91,22,Male
137,73,29,Male
145,93,26,Female
174,92,38,Female
162,101,19,Male
152,59,34,Male
144,93,30,Male
151,62,34,Female
151,73,38,Female
145,82,22,Female
170,84,40,Female
166,62,35,Female
189,96,35,Male
185,100,25,Female
146,81,35,Female
172,95,39,Female
176,89,33,Male
191,74,36,Female
140,50,29,Male
176,56,40,Male
168,61,29,Male
151,88,25,Male
176,53,30,Female
175,91,27,Male
179,105,37,Male
183,69,24,Female
180,80,29,Male
163,99,35,Male
191,79,38,Male
166,61,26,Male
188,61,21,Female
140,70,26,Female
188,96,35,Female
144,81,27,Male
139,59,39,Male
169,96,37,Female
171,72,32,Male
189,77,23,Male
187,88,38,Male
167,81,31,Male
141,86,23,Female
147,81,38,Male
167,65,19,Male
141,75,33,Male
140,80,18,Female
184,89,24,Female
168,51,37,Female
152,86,18,Male
159,56,27,Female
186,57,36,Female
184,48,40,Female
147,69,31,Male
176,52,19,Male
180,95,38,Male
190,51,37,Female
181,64,20,Female
162,97,33,Female
164,89,21,Female
178,77,23,Male
155,92,32,Female
191,90,25,Female
147,56,35,Female
152,51,18,Male
137,60,37,Male
181,89,23,Female
139,98,22,Male
158,91,29,Female
164,98,40,Male
163,104,40,Female
158,56,22,Female
146,69,34,Male
147,57,24,Female
167,86,36,Male
184,98,40,Female
189,90,24,Male
160,92,22,Male
165,78,29,Male
180,48,21,Female
157,98,33,Female
142,54,21,Female
188,77,20,Female
160,94,30,Female
137,77,33,Male
145,74,20,Male
152,49,40,Male
178,67,21,Female
155,66,31,Male
178,71,34,Female
171,71,32,Female
147,69,25,Female
142,60,27,Female
188,93,22,Male
155,65,38,Female
179,56,30,Male
145,56,20,Female
154,52,25,Male
140,59,20,Male
182,90,32,Female
162,58,40,Female
184,67,39,Male
188,100,23,Male
142,92,19,Female
189,53,37,Female
142,65,26,Male
146,80,18,Male
165,64,35,Male
158,68,27,Male
171,94,32,Female
144,76,24,Female
183,56,29,Female
184,63,29,Female
180,55,31,Female
190,104,28,Male
146,51,37,Female
185,74,28,Male
181,88,19,Female
186,66,22,Female
137,86,23,Female
176,104,18,Male
190,55,24,Male
171,63,40,Female
155,58,25,Male
175,53,34,Male
168,51,34,Male
146,99,18,Male
167,86,26,Female
156,62,29,Male
184,70,22,Female
166,94,37,Female
140,48,18,Female
158,85,39,Male
177,67,29,Female
165,58,21,Male
174,49,31,Male
165,98,22,Female
183,92,38,Female
159,83,18,Female
167,102,40,Female
172,66,39,Male
144,77,29,Male
170,104,22,Male
142,70,19,Male
189,58,29,Female
170,68,27,Male
188,105,33,Male
139,97,20,Male
148,99,39,Female
166,78,18,Male
155,50,32,Female
181,88,33,Male
159,59,33,Female
188,101,21,Female
157,84,28,Female
163,61,27,Female
165,60,39,Male
160,59,22,Male
179,94,23,Male
191,86,21,Female
164,80,19,Male
143,79,35,Female
147,84,39,Male
149,63,36,Male
176,95,19,Male
156,87,28,Female
137,88,33,Male
159,48,30,Male
153,64,30,Male
177,85,22,Female
187,98,19,Female
150,82,32,Female
145,90,28,Male
189,100,32,Male
172,78,23,Male
152,60,30,Female
182,85,18,Male
139,82,36,Female
190,64,36,Male
149,78,21,Female
154,48,26,Male
151,83,24,Male
178,56,29,Male
160,80,28,Female
174,50,31,Female
167,56,21,Male
171,78,20,Female
174,70,40,Male
166,49,21,Female
171,105,23,Male
170,69,38,Female
172,86,30,Female
158,77,26,Female
137,91,33,Male
159,102,35,Female
147,100,25,Male
163,81,22,Female
164,59,40,Male
181,59,36,Male
161,51,27,Male
138,73,18,Female
143,88,24,Male
171,86,28,Male
159,57,30,Male
177,93,35,Male
143,71,20,Female
140,78,21,Male
160,77,39,Female
148,53,18,Male
159,95,31,Female
157,67,26,Female
173,84,19,Male
180,79,35,Female
178,56,23,Female
153,91,39,Female
184,104,19,Female
140,93,36,Male
159,99,34,Female
184,63,22,Male
141,71,20,Male
179,80,32,Male
155,77,27,Female
142,53,34,Male
155,69,24,Female
157,54,37,Male
166,67,35,Male
186,63,39,Female
145,88,26,Male
178,77,19,Male
181,76,38,Female
163,70,23,Male
160,67,24,Male
139,70,25,Female
173,54,32,Female
177,87,19,Female
140,99,34,Female
187,76,40,Male
170,102,39,Female
178,93,28,Male
181,52,19,Female
182,87,18,Male
179,104,34,Female
143,85,33,Female
165,92,18,Male
169,103,33,Male
158,73,27,Female
167,48,19,Male
147,56,40,Female
163,74,29,Female
149,51,20,Male
137,105,36,Female
142,90,23,Male
191,49,38,Male
191,88,28,Female
189,70,25,Female
174,55,34,Female
159,74,33,Male
182,96,21,Female
180,83,40,Female
169,54,34,Male
143,82,33,Male
165,87,31,Female
146,101,29,Male
149,58,33,Male
143,76,36,Male
175,54,33,Male
153,57,24,Male
180,68,36,Female
164,94,28,Female
163,66,27,Female
186,65,19,Male
158,87,28,Male
150,73,30,Male
184,104,32,Female
158,60,29,Male
189,102,33,Female
147,58,18,Male
162,95,26,Male
137,63,36,Male
162,59,26,Male
143,79,28,Female
155,49,23,Female
176,102,20,Female
184,83,28,Male
156,101,38,Female
155,84,36,Female
159,96,33,Female
189,100,35,Male
165,97,26,Female
138,86,30,Female
165,55,31,Male
137,104,32,Male
156,61,24,Female
182,105,20,Male
171,103,40,Female
148,59,28,Male
140,63,40,Male
146,49,38,Female
147,90,24,Female
165,86,31,Male
177,80,29,Female
171,52,37,Female
155,81,33,Male
186,103,29,Female
156,64,20,Male
183,58,31,Female
160,81,31,Male
163,51,39,Male
176,90,23,Female
142,48,29,Male
189,73,18,Male
147,69,23,Female
168,99,32,Female
157,65,32,Male
147,64,31,Male
184,82,37,Male
173,76,35,Female
172,70,27,Female
177,82,18,Male
169,64,24,Female
159,101,35,Male
172,50,21,Female
156,104,26,Male
140,48,25,Female
171,68,20,Female
187,48,40,Male
150,98,20,Male
142,65,35,Male
156,83,32,Male
161,58,26,Female
152,54,24,Female
190,84,24,Female
179,58,24,Female
185,83,39,Male
137,81,27,Female
145,91,21,Male
157,89,33,Male
140,97,27,Female
139,94,35,Male
174,96,23,Female
149,104,31,Female
172,49,38,Female
171,57,26,Female
139,66,37,Male
158,65,37,Female
180,72,23,Female
181,52,30,Female
182,93,23,Male
142,58,21,Female
158,85,37,Male
172,96,18,Female
151,62,30,Female
144,56,31,Female
142,77,22,Male
153,69,24,Female
165,70,22,Female
161,59,29,Male
162,98,34,Female
177,55,35,Male
190,81,39,Male
181,63,34,Female
178,99,22,Female
151,76,28,Male
154,55,19,Male
164,74,24,Female
149,75,24,Female
138,63,34,Female
152,49,35,Male
168,95,34,Female
164,79,33,Female
184,85,25,Female
146,93,40,Female
185,90,38,Male
156,77,27,Female
160,57,33,Male
159,60,35,Male
163,78,25,Male
159,78,28,Male
145,84,39,Female
141,61,25,Male
156,98,30,Male
189,68,22,Female
149,98,25,Male
179,69,33,Male
170,64,21,Male
177,70,22,Female
169,62,35,Male
159,75,31,Female
151,56,27,Female
160,105,27,Male
149,96,33,Female
137,99,18,Female
189,74,34,Male
178,102,37,Male
169,75,32,Male
168,105,27,Male
157,77,27,Female
145,89,26,Female
167,91,39,Female
176,86,34,Male
166,101,20,Male
166,98,34,Female
140,68,20,Female
161,77,32,Female
180,74,37,Male
171,96,19,Female
182,54,18,Male
151,66,35,Female
150,92,21,Female
182,68,36,Male
162,49,37,Female
144,65,26,Female
155,90,24,Female
141,65,33,Male
173,98,29,Female
152,87,33,Female
179,99,37,Male
190,78,21,Female
152,105,37,Female
153,74,20,Female
151,69,39,Female
149,83,33,Male
159,49,29,Female
186,93,24,Male
163,95,28,Female
172,63,36,Male
188,65,21,Female
181,76,32,Female
182,52,37,Female
185,67,29,Male
162,84,31,Male
175,95,32,Male
174,61,26,Male
178,53,38,Male
152,71,37,Male
189,48,28,Female
145,64,33,Male
160,85,23,Male
138,73,22,Female
151,50,32,Female
153,82,18,Female
164,63,26,Female
171,76,32,Male
151,57,23,Female
151,63,18,Male
156,62,25,Male
138,48,31,Male
157,75,26,Female
139,86,26,Female
172,97,19,Male
156,74,28,Male
189,78,34,Female
176,68,23,Male
166,69,24,Male
190,64,19,Female
144,66,34,Female
169,68,33,Female
189,52,36,Male
170,94,20,Male
173,93,35,Female
157,49,23,Male
149,104,29,Female
158,100,37,Male
153,59,31,Male
156,55,37,Female
140,63,18,Male
162,89,40,Male
191,64,24,Female
159,61,18,Female
163,68,23,Female
150,83,19,Female
146,70,32,Female
165,58,20,Male
145,59,28,Female
171,70,34,Female
142,51,36,Male
141,61,23,Female
186,104,23,Female
151,81,37,Male
150,53,40,Male
182,75,20,Male
138,69,30,Male
184,71,22,Male
157,79,20,Female
143,65,39,Male
167,79,28,Female
142,73,22,Male
157,104,19,Male
148,98,24,Male
174,90,32,Male
151,79,34,Male
176,57,19,Female
169,78,26,Female
141,103,36,Male
179,59,26,Male
164,66,31,Male
